Target Gene,Target Gene (Entrez Gene ID),mir_target
ISYNA1,51477,1
KLC1,3831,1
TSPYL1,7259,1
ATF6B,1388,1
ALMS1,7840,1
RBM4,5936,1
LRP4,4038,1
DPYSL3,1809,1
FUS,2521,1
HPN,3249,0
EHD2,30846,1
IER3,8870,1
SNX1,6642,1
GOLGB1,2804,1
ZNF175,7728,1
IGF2-AS,51214,0
PHF20,51230,1
CES1,1066,0
GORASP2,26003,1
RFX1,5989,1
GALT,2592,1
CYLD,1540,1
KLF10,7071,1
UMPS,7372,1
ZNF208,7757,1
NEK4,6787,1
THEMIS2,9473,1
IL1R1,3554,1
PRKAR2A,5576,1
BDH2,56898,1
SERHL,94009,0
ENTPD1,953,1
FNTB,2342,1
GGT5,2687,1
GJC2,57165,0
TSTA3,7264,1
CFLAR,8837,1
SSH3,54961,1
CRELD1,78987,1
CNPY3,10695,1
NR2F6,2063,1
CD247,919,0
TERF1,7013,1
DGCR2,9993,1
IL11RA,3590,0
INPP5J,27124,1
MAPK8IP1,9479,1
HOXB7,3217,1
TP63,8626,1
SPI1,6688,1
CDK2,1017,1
CCL2,6347,1
BCL2L1,598,1
TGIF1,7050,1
PLAU,5328,1
WASF3,10810,1
IL18,3606,1
NCOA3,8202,1
NFIX,4784,1
UHRF2,115426,1
KAT2B,8850,1
STRADB,55437,1
TJP1,7082,1
HNRNPK,3190,1
DICER1,23405,1
EZR,7430,1
P2RX7,5027,1
HELLS,3070,1
CDKN2A,1029,1
CSRNP3,80034,1
THRA,7067,1
TNFSF11,8600,1
MTUS1,57509,1
RARA,5914,1
SKI,6497,1
PSMD2,5708,1
MDM4,4194,1
SRSF2,6427,1
CYP24A1,1591,1
CXCL8,3576,1
TET1,80312,1
CTLA4,1493,1
CYB5R4,51167,1
RASD1,51655,1
CAMK2G,818,1
VPS26A,9559,1
PBK,55872,1
EDN1,1906,1
XBP1,7494,1
CALM3,808,1
FAM13B,51306,1
SMC1A,8243,1
TPPP3,51673,1
HRAS,3265,1
YY1AP1,55249,1
RARB,5915,1
FLI1,2313,1
SRSF1,6426,1
ADORA2B,136,1
PEA15,8682,1
RPS6KA5,9252,1
SLC11A2,4891,1
HSPB6,126393,1
BECN1,8678,1
TCL1A,8115,1
SEPT2,4735,1
ATAT1,79969,1
IGF2,3481,1
DNAJC27,51277,1
EIF4A1,1973,1
PRKAB1,5564,1
FBXO31,79791,1
IRF4,3662,1
CPT1A,1374,1
ARNT,405,1
NPC1,4864,1
VOPP1,81552,1
NACC1,112939,1
NR3C1,2908,1
TSC22D3,1831,1
NECTIN1,5818,1
WNK4,65266,1
ESR2,2100,1
KREMEN2,79412,1
SPP1,6696,1
SP7,121340,1
CSF1,1435,1
GRIN2A,2903,1
KDM1A,23028,1
DFFA,1676,1
PRODH,5625,1
CASR,846,1
PPP2R5A,5525,1
CCNT1,904,1
TSHZ3,57616,1
IFNB1,3456,1
NR2E1,7101,1
ZFPM2,23414,1
ZFP36,7538,1
SNAI1,6615,1
SIGMAR1,10280,1
CHD4,1108,1
TAF10,6881,1
CCL4,6351,1
PAX3,5077,1
MNT,4335,1
BTRC,8945,1
DDR1,780,1
GSK3B,2932,1
KLK6,5653,1
TSPYL2,64061,1
TNFSF12,8742,1
WNT9B,7484,1
CREBBP,1387,1
PLA2G4B,100137049,1
TMC7,79905,1
IL1A,3552,1
CDCA4,55038,1
RAB1B,81876,1
CRKL,1399,1
CORO2B,10391,1
MUC17,140453,1
ABCE1,6059,1
VIM,7431,1
SMYD3,64754,1
DAPK1,1612,1
ID3,3399,1
MSH3,4437,1
TIRAP,114609,1
SULT1A1,6817,1
VEZT,55591,1
TNRC6A,27327,1
SPATS2L,26010,1
EIF2S1,1965,1
PCBP1,5093,1
KCNH2,3757,1
POLD1,5424,1
CDC7,8317,1
CUL5,8065,1
DLG5,9231,1
DTL,51514,1
ERCC3,2071,1
HRH1,3269,1
LMNB2,84823,1
MAD2L1,4085,1
MCM10,55388,1
MIS12,79003,1
KIF20B,9585,1
PRPF38A,84950,1
RACGAP1,29127,1
SEPT10,151011,1
SMARCB1,6598,1
TRAPPC2B,10597,1
ADAM10,102,1
OAF,220323,1
TUBB6,84617,1
SLC50A1,55974,1
MMP16,4325,1
LIMCH1,22998,1
ENDOD1,23052,1
HADH,3033,1
GCA,25801,1
SMCO4,56935,1
FAM83H,286077,1
ASPRV1,151516,0
VPS37C,55048,1
SPDL1,54908,1
HGS,9146,1
POU5F1,5460,1
TNFRSF6B,8771,0
DRAM1,55332,1
NECAP2,55707,1
TSKU,25987,1
CHST14,113189,1
FAM129B,64855,1
CLDND1,56650,1
ZCCHC24,219654,1
LDLRAP1,26119,1
ARAF,369,1
KANK1,23189,1
PRDX6,9588,1
ZFP36L1,677,1
ZMPSTE24,10269,1
SLC20A1,6574,1
CNOT4,4850,1
HNRNPDL,9987,1
AMMECR1,9949,1
CBX5,23468,1
CHRNB1,1140,1
SCAMP3,10067,1
ACADM,34,1
PDGFRA,5156,1
BIRC6,57448,1
NEFM,4741,1
EGR3,1960,1
RET,5979,1
NUMB,8650,1
NFAT5,10725,1
JAZF1,221895,1
HOXC13,3229,1
MPRIP,23164,1
RDX,5962,1
ARPC5,10092,1
TSPAN4,7106,0
FZD3,7976,1
SAMD10,140700,1
QSOX2,169714,1
RNF144A,9781,1
ABCC4,10257,1
CASC3,22794,1
ULK3,25989,1
PABPC1,26986,1
CGN,57530,1
PLEKHA8,84725,1
SLC35A4,113829,1
LACTB,114294,1
SMARCD2,6603,1
ACTN1,87,1
STAM2,10254,1
SEL1L,6400,1
KCNS3,3790,1
PPAT,5471,1
RPL29,6159,1
ERCC8,1161,1
PSEN1,5663,1
IFNGR1,3459,1
CCNJ,54619,1
PLAGL2,5326,1
PDE12,201626,1
DZIP1,22873,1
DLC1,10395,1
NXT2,55916,1
GPX7,2882,1
SSR1,6745,1
YAP1,10413,1
GZF1,64412,1
RRM2,6241,1
AURKA,6790,1
FARP1,10160,1
CPED1,79974,1
RCAN1,1827,1
GTF2I,2969,1
ARID3A,1820,1
DMD,1756,1
SOCS3,9021,1
SRSF9,8683,1
EMP1,2012,1
NFATC2,4773,1
IL10,3586,1
NFKBIZ,64332,1
CAPRIN1,4076,1
TWF1,5756,1
ZNF236,7776,1
LAT2,7462,1
PAPOLA,10914,1
EHD1,10938,1
PELI1,57162,1
KBTBD2,25948,1
HNRNPA3P1,10151,0
SLC39A10,57181,1
NAMPT,10135,1
CREBRF,153222,1
TLE4,7091,1
HNRNPM,4670,1
ELMOD2,255520,1
TNFRSF10B,8795,1
TMEM87A,25963,1
IDH1,3417,1
SEC62,7095,1
CHD1,1105,1
SLC4A10,57282,0
SLC4A7,9497,1
TMEM41B,440026,1
CPNE8,144402,1
MBNL1,4154,1
KDELC2,143888,1
ATP2A2,488,1
TMEM59,9528,1
TMED10,10972,1
TMED3,23423,1
NUFIP2,57532,1
PEX11B,8799,1
SLC9A3R2,9351,1
PTGFRN,5738,1
NCEH1,57552,1
SEC23A,10484,1
PBRM1,55193,1
DPY19L1,23333,1
LTN1,26046,1
SLC38A2,54407,1
PTPRK,5796,1
WNT5A,7474,1
ATRX,546,1
P4HA2,8974,1
LRRC8C,84230,1
MPDU1,9526,1
THEM4,117145,1
CNPY4,245812,0
KRT85,3891,0
SLC12A4,6560,1
PTRH1,138428,1
PPP3R1,5534,1
NT5C3A,51251,1
TMCO1,54499,1
TMED2,10959,1
PTPA,5524,1
CEP72,55722,1
MTX3,345778,1
STRN,6801,1
SEC11C,90701,1
RRP36,88745,1
RBMS1,5937,1
TBCB,1155,1
TNFAIP2,7127,1
UAP1,6675,1
DOCK7,85440,1
NCL,4691,1
NUCB1,4924,1
CNOT9,9125,1
FXR2,9513,1
C5orf15,56951,1
AP2A1,160,1
PRPF40A,55660,1
MAT2A,4144,1
CTSL,1514,0
FRG1,2483,1
WDR82,80335,1
CIAO1,9391,1
NCAPG2,54892,1
KYAT3,56267,1
DCTPP1,79077,1
EDEM3,80267,1
CHPF2,54480,1
CCDC115,84317,1
ALG3,10195,1
ARL15,54622,1
MAP7D1,55700,1
NAA25,80018,1
NUDT19,390916,1
MGME1,92667,0
RRP1B,23076,1
GGCT,79017,1
MMS22L,253714,1
PRRC2A,7916,1
C1orf27,54953,1
GDE1,51573,1
ERC1,23085,1
NAA40,79829,1
TRABD,80305,1
RRP8,23378,1
FAR1,84188,1
C3orf58,205428,1
SLC25A40,55972,1
PSMG1,8624,1
IKBIP,121457,1
LCLAT1,253558,1
VEZF1,7716,1
SACM1L,22908,1
DCAF7,10238,1
ERMP1,79956,1
KRT80,144501,1
TOR4A,54863,1
CARD19,84270,1
MMS19,64210,1
NOB1,28987,1
PNPLA6,10908,1
SELENOI,85465,1
ZNF384,171017,1
SPOUT1,51490,1
PTCD3,55037,1
MCU,90550,1
SNAPIN,23557,1
NSUN4,387338,1
WDR11,55717,1
MON2,23041,1
TMX1,81542,1
RNF213,57674,1
FERMT2,10979,1
HNRNPU,3192,1
ARMC10,83787,1
RRBP1,6238,1
CASP8,841,1
NAIP,4671,1
JMY,133746,1
TOPORS,10210,1
SOCS4,122809,1
DAXX,1616,1
TP53BP2,7159,1
TGFBR3,7049,1
SPDEF,25803,1
JUND,3727,1
HIPK2,28996,1
HSF2,3298,1
BIRC5,332,1
MMP15,4324,1
MMP24,10893,1
ONECUT2,9480,1
KHSRP,8570,1
DOCK4,9732,1
ARID3B,10620,1
IL6,3569,1
NPNT,255743,1
THRB,7068,1
MAP2K3,5606,1
HGH1,51236,1
LAMTOR3,8649,1
LAMTOR2,28956,1
IRF2BPL,64207,1
NCOR2,9612,1
MCM5,4174,1
CD40LG,959,1
TICAM1,148022,1
BNIP2,663,1
TOB2,10766,1
EID1,23741,1
FABP4,2167,1
NF1,4763,1
MYCBP,26292,1
EPHA2,1969,1
MAP3K7,6885,1
FGB,2244,1
FGA,2243,1
FGG,2266,1
IL6R,3570,1
HPSE,10855,1
TWF2,11344,1
ELAVL4,1996,1
ZNF763,284390,1
MAP3K10,4294,1
PDGFB,5155,1
PDGFA,5154,1
SIX1,6495,1
CHUK,1147,1
LEFTY1,10637,1
LEFTY2,7044,1
PRKDC,5591,1
TXNIP,10628,1
RABEP1,9135,1
IL24,11009,1
IL32,9235,1
TIAM1,7074,1
MMP2,4313,1
GADD45A,1647,1
WNK1,65125,1
CPEB3,22849,1
CPEB4,80315,1
PTPN13,5783,1
ATP5B,506,1
TP73,7161,1
CTBP1,1487,1
MAP3K9,4293,1
NFYB,4801,1
SATB1,6304,1
SLITRK1,114798,1
ECI2,10455,1
ABCB1,5243,1
ADAM12,8038,1
ADAMTS9,56999,1
ITGA11,22801,1
CCL5,6352,1
MYRF,745,1
FZD7,8324,1
CDKN3,1033,1
KIF22,3835,1
PDCD6,10016,1
DAP,1611,1
PTPN7,5778,1
MMP9,4318,1
GPX2,2877,1
GDAP1,54332,1
TXNRD2,10587,1
EDNRA,1909,1
CCKBR,887,1
ZAP70,7535,1
PLXNB1,5364,1
DND1,373863,1
EIF4A2,1974,1
ANKRD46,157567,1
TFPI2,7980,1
ACVR1C,130399,1
CORO1A,11151,1
SSSCA1,10534,1
IRAK3,11213,1
ROBO2,6092,1
SRGAP1,57522,1
AKAP1,8165,1
AP1S1,1174,1
AP1S2,8905,1
ATP2B1,490,1
BIRC2,329,1
CDH2,1000,1
CXCL3,2921,1
EDEM1,9695,1
FZD1,8321,1
HAS2,3037,1
IL11,3589,1
IL1B,3553,1
IL1RAP,3556,1
M6PR,4074,1
MAPRE2,10982,1
MYOC,4653,0
PLAT,5327,1
PLAUR,5329,1
RAB22A,57403,1
RAB40B,10966,1
SERINC3,10955,1
SERPINE1,5054,1
TCF12,6938,1
TCF4,6925,1
RBL1,5933,1
AKAP12,9590,1
SMAD2,4087,1
MAP3K11,4296,1
DACT3,147906,1
DUSP1,1843,1
GEMIN4,50628,1
SIAH1,6477,1
HBEGF,1839,1
ITGA9,3680,1
SOCS2,8835,1
POMC,5443,1
HTR2C,3358,1
MAOA,4128,1
RGS2,5997,1
CALM2,805,1
DAG1,1605,1
DIABLO,56616,1
TRIM63,84676,1
TGFB1,7040,1
FURIN,5045,1
MTDH,92140,1
CUL2,8453,1
KCNMA1,3778,1
PTX3,5806,1
TNFAIP3,7128,1
CCR1,1230,1
SULF1,23213,1
CDK2AP1,8099,1
WTH3DI,150786,0
DIRAS3,9077,1
MBD2,8932,1
RASSF1,11186,1
MMP10,4319,1
MYBL2,4605,1
BMP1,649,1
SH3GLB2,56904,1
GRIN3A,116443,0
SRCIN1,80725,1
NR1H3,10062,1
BAAT,570,1
GDA,9615,1
BID,637,1
ALB,213,0
HSD3B1,3283,1
TCF21,6943,1
ST6GAL1,6480,1
NAV2,89797,1
RNF123,63891,1
CSF1R,1436,1
RICTOR,253260,1
NCOA1,8648,1
NRIP1,8204,1
TFF2,7032,1
SAPCD2,89958,1
MUC4,4585,1
CKAP5,9793,1
WDR4,10785,1
NDST1,3340,1
PRKRA,8575,1
PPP1CA,5499,1
DIO1,1733,1
FOSL1,8061,1
MTOR,2475,1
RAB5A,5868,1
ATG4D,84971,1
EWSR1,2130,1
GAB2,9846,1
RNF2,6045,1
RCOR3,55758,1
CTBP2,1488,1
CDYL,9425,1
IRF2,3660,1
MN1,4330,1
SERPINB9,5272,1
NDRG2,57447,1
CDR1,1038,1
RALA,5898,1
TIMP2,7077,1
CCL20,6364,1
DAZAP2,9802,1
SLAIN1,122060,1
PKIA,5569,1
MAPK3,5595,1
BRD7,29117,1
NANOG,79923,1
GPC3,2719,1
SLC2A3,6515,1
TBCCD1,55171,1
NASP,4678,1
IMPA1,3612,1
IMPDH2,3615,1
CDH5,1003,1
ATG2B,55102,1
XIAP,331,1
CSNK1A1,1452,1
ZNF148,7707,1
HMBOX1,79618,1
FGFR2,2263,1
KDR,3791,1
PPARGC1A,10891,1
G6PC,2538,1
GCSAM,257144,1
ULBP2,80328,1
PIAS3,10401,1
VASP,7408,1
PTCH1,5727,1
PIEZO1,9780,1
MTSS1,9788,1
HK2,3099,1
SYT1,6857,1
STX1A,6804,1
DUSP10,11221,1
AIFM3,150209,1
MOAP1,64112,1
EFNB2,1948,1
EPHB4,2050,1
ACVR2B,93,1
FOXC1,2296,1
GMNN,51053,1
POU3F2,5454,1
FHIT,2272,1
TFAP2C,7022,1
KLF2,10365,1
EPB41L3,23136,1
COL7A1,1294,1
COL21A1,81578,1
WNT4,54361,1
IGFBP1,3484,1
IL13,3596,1
MPL,4352,1
N4BP1,9683,1
OTUB1,55611,1
TEX261,113419,1
RPS6KA1,6195,1
NTRK2,4915,1
SCRIB,23513,1
KDM3A,55818,1
FLT1,2321,1
LRG1,116844,1
MAP1LC3B,81631,1
PHF10,55274,1
FUT4,2526,1
CCL26,10344,1
ERCC4,2072,1
CREB5,9586,1
ELOVL6,79071,1
PTMS,5763,1
HIF1AN,55662,1
MACC1,346389,1
DUSP6,1848,1
DUSP5,1847,1
PTPN22,26191,1
PPP1R13B,23368,1
H2AFX,3014,1
PIGF,5281,1
AQP1,358,1
AQP4,361,1
BCL3,602,1
WISP2,8839,1
CYP3A4,1576,1
RND3,390,1
CD46,4179,1
ANP32A,8125,1
SMARCA4,6597,1
UQCRFS1,7386,1
CASP8AP2,9994,1
ERRFI1,54206,1
TBC1D1,23216,1
DGAT1,8694,1
RAB14,51552,1
ZYX,7791,1
IRF1,3659,1
TRA2B,6434,1
IGFBP2,3485,1
PITPNC1,26207,1
NAV3,89795,1
ITIH5,80760,1
NR2F2,7026,1
IGFBP5,3488,1
EGFL7,51162,1
SLC2A4,6517,1
SMARCA2,6595,1
SATB2,23314,1
EOMES,8320,1
NPR1,4881,1
EPHA5,2044,1
KMT2A,4297,1
AFF1,4299,1
VEGFC,7424,1
TSC1,7248,1
MDM2,4193,1
TIMP1,7076,1
QKI,9444,1
ANG,283,1
FAIM,55179,1
ARNTL,406,1
CAV2,858,1
ELF5,2001,1
VMP1,81671,1
TAP1,6890,1
MSC,9242,1
ARTN,9048,1
PARD6A,50855,1
PARD3,56288,1
IL13RA1,3597,1
NFKBIA,4792,1
FOXO4,4303,1
KEAP1,9817,1
ARL4C,10123,1
FIS1,51024,1
NR0B2,8431,1
ILK,3611,1
CCP110,9738,1
YWHAG,7532,1
TWIST1,7291,1
PRKAA1,5562,1
PPP2R5E,5529,1
SOST,50964,1
CYP19A1,1588,1
CTDSPL,10217,1
CCNA1,8900,1
GPC4,2239,1
FBLN5,10516,1
PIK3CD,5293,1
REV1,51455,1
EGLN2,112398,1
TNF,7124,1
NUDT1,4521,1
MKI67,4288,1
SMURF1,57154,1
NTF3,4908,1
PRKACB,5567,1
CCR7,1236,1
TGM2,7052,1
PIK3CG,5294,1
NEDD9,4739,1
SLC8A1,6546,1
FGF9,2254,1
NTM,50863,1
TRAF3,7187,1
TMEM54,113452,1
PIK3CA,5290,1
HOXB3,3213,1
STARD13,90627,1
RAP1B,5908,1
SOCS6,9306,1
AMD1,262,1
OSTF1,26578,1
MXD1,4084,1
CCL22,6367,1
MTMR3,8897,1
C1QTNF6,114904,1
KLB,152831,1
CYP2J2,1573,1
TEK,7010,1
KLF9,687,1
DOHH,83475,1
BTBD3,22903,1
FANCG,2189,1
PAK4,10298,1
ABCB11,8647,1
DDX17,10521,1
MMP11,4320,1
MYH1,4619,1
MYH2,4620,1
MYH4,4622,1
ABTB1,80325,1
IFNG,3458,1
SH3GL2,6456,1
PAX6,5080,1
MGMT,4255,1
KLF6,1316,1
TMEM88,92162,1
KMT5A,387893,1
CYP2C8,1558,1
ESRRA,2101,1
RAP1A,5906,1
EPAS1,2034,1
PTK2B,2185,1
GSTP1,2950,1
EPHA4,2043,1
KCNH1,3756,1
FOXM1,2305,1
YWHAZ,7534,1
SHMT2,6472,1
AKR1C2,1646,1
FASLG,356,1
IFITM1,8519,1
ING1,3621,1
SOD3,6649,1
TLN2,83660,1
VHL,7428,1
PEBP1,5037,1
RAX,30062,1
ZNF217,7764,1
PMAIP1,5366,1
AGO2,27161,1
CHL1,10752,1
WDR77,79084,1
MAPRE1,22919,1
LCOR,84458,1
DNPEP,23549,1
TBX21,30009,1
SULT1E1,6783,1
TRIB2,28951,1
TAB3,257397,1
TOB1,10140,1
SRC,6714,1
FLT3,2322,1
GPR78,27201,1
ID2,3398,1
CAT,847,1
ZNF804A,91752,1
SDC1,6382,1
P4HA1,5033,1
ZNF395,55893,1
VKORC1,79001,1
YBX1,4904,1
ERG,2078,1
TLE1,7088,1
ERGIC3,51614,1
ALPL,249,1
RAB13,5872,1
MSMO1,6307,1
PSAP,5660,1
PDS5B,23047,1
CDK13,8621,1
RB1CC1,9821,1
ARHGEF6,9459,1
ITGA4,3676,0
LDLR,3949,1
KRTAP5-9,3846,1
RBFOX2,23543,1
CHRM1,1128,1
SMAD7,4092,1
HMGB1,3146,1
IRF5,3663,1
ACTB,60,1
TJAP1,93643,1
ATP1B1,481,1
E2F7,144455,1
NOS3,4846,1
BUB1,699,1
MAPT,4137,1
LRRK2,120892,1
PPP1R10,5514,1
PBX3,5090,1
FOXN3,1112,1
PFN1,5216,1
ATF4,468,1
CSNK2A1,1457,1
NSUN5,55695,1
FABP3,2170,1
ST7L,54879,1
MBD1,4152,1
FXN,2395,1
SEPT7,989,1
WASF2,10163,1
SOCS7,30837,1
CSE1L,1434,1
FZD8,8325,1
HSPG2,3339,1
HMGN2,3151,1
MMP7,4316,1
GCM1,8521,1
AVEN,57099,1
FOXD1,2297,1
RORC,6097,1
CD8A,925,1
SMAD3,4088,1
TUBB4B,10383,1
NEUROD1,4760,1
UNG,7374,1
PRDX3,10935,1
HDAC2,3066,1
LGALS3BP,3959,1
NFE2L2,4780,1
STK40,83931,1
PDPN,10630,1
TCF3,6929,1
PON1,5444,1
FOXF2,2295,1
PFKP,5214,1
IDH2,3418,1
LPAR1,1902,1
PXN,5829,1
NOS2,4843,1
CBLL1,79872,1
CROT,54677,1
NFYC,4802,1
CFTR,1080,1
CREG1,8804,1
MYD88,4615,1
OSTM1,28962,1
FMR1,2332,1
PRDM16,63976,1
CDKN2B,1030,1
KBTBD8,84541,1
ZBTB41,360023,1
RRS1,23212,1
PGS1,9489,0
LRIG3,121227,1
TAF7,6879,1
NAA16,79612,1
CCNI,10983,1
FYTTD1,84248,1
GABARAPL1,23710,1
CYSTM1,84418,1
TRA2A,29896,1
CMPK1,51727,1
SEMA3C,10512,1
FAM76A,199870,1
MRPL19,9801,1
MIER3,166968,1
EFCAB14,9813,1
AFTPH,54812,1
NRXN3,9369,1
MEX3C,51320,1
SRSF7,6432,1
REEP3,221035,1
DEK,7913,1
PARD6B,84612,1
MINPP1,9562,1
RAPH1,65059,1
NUP153,9972,1
CA13,377677,1
PAPD4,167153,1
RHOU,58480,1
SON,6651,1
RANBP6,26953,1
ADD3,120,1
HSPA13,6782,1
TMEM245,23731,1
ATF2,1386,1
TACC1,6867,1
ZSWIM6,57688,1
AFF4,27125,1
AGPAT3,56894,1
PPTC7,160760,1
IER5,51278,1
SCP2,6342,1
FAM126B,285172,1
TAOK2,9344,1
HIC2,23119,1
LONRF1,91694,1
ATF7,11016,0
CKAP2L,150468,1
RGMB,285704,1
PTPN9,5780,1
NSL1,25936,1
GID8,54994,1
EIF3K,27335,1
LIMS1,3987,1
ZNF30,90075,0
GID4,79018,1
DDX39A,10212,1
ZNF678,339500,1
MIS18BP1,55320,1
NXPE3,91775,1
SREK1IP1,285672,1
TAF9,6880,1
NR6A1,2649,1
NDC1,55706,1
POLR2D,5433,1
FAM160B1,57700,1
VAPA,9218,1
FAM122A,116224,0
TTC37,9652,1
RBBP7,5931,1
KIF14,9928,1
CDC37,11140,1
TRIP10,9322,1
C19orf54,284325,1
UBR3,130507,1
BVES,11149,1
DIXDC1,85458,1
ENAH,55740,1
GPATCH8,23131,1
TMEM259,91304,1
MTF1,4520,1
NDUFB5,4711,1
FAM49B,51571,1
CITED2,10370,1
IPPK,64768,1
ID4,3400,1
QTRT2,79691,1
SBDS,51119,1
TERF2IP,54386,1
FAM210A,125228,1
SPATS2,65244,1
NEO1,4756,1
CSTF1,1477,1
SGCB,6443,1
KAT6B,23522,1
MED13L,23389,1
TAF1D,79101,1
RDH11,51109,1
HIPK1,204851,1
USP6NL,9712,1
KCTD20,222658,1
VPS35,55737,1
FOXG1,2290,1
PGAP1,80055,1
ANGEL2,90806,1
UBXN2A,165324,1
HAUS3,79441,1
PLEKHA1,59338,1
ABHD17B,51104,1
IL6ST,3572,1
NAA30,122830,1
EXOC5,10640,1
TMEM123,114908,1
KMT5B,51111,1
ATP13A3,79572,1
GATAD2B,57459,1
TMX3,54495,1
RBM12B,389677,1
SERTAD4,56256,1
PRKAR2B,5577,0
SETD7,80854,1
SESN3,143686,1
SLC25A44,9673,1
TET3,200424,1
FRS2,10818,1
TMEM167A,153339,1
TST,7263,1
ZBTB39,9880,1
RER1,11079,1
SPRTN,83932,1
AREL1,9870,1
ZBTB21,49854,1
NBEA,26960,1
AKAP11,11215,1
BAX,581,1
TP53I3,9540,1
CHDH,55349,1
SGO1,151648,1
SHMT1,6470,1
OIP5,11339,1
NCAPH2,29781,1
DLX1,1745,1
EPPK1,83481,0
MCCC2,64087,1
PDXDC1,23042,1
HASPIN,83903,1
RFC5,5985,1
LRR1,122769,1
MRPL42,28977,1
POLA1,5422,1
PCNT,5116,1
HNRNPL,3191,1
ORC6,23594,1
FANCA,2175,1
NOSIP,51070,1
FAM111A,63901,0
AIMP2,7965,1
ATP1A1,476,1
PSIP1,11168,1
XPO1,7514,1
DLEU2,8847,0
CENPU,79682,1
A4GALT,53947,1
DONSON,29980,1
KRT19,3880,1
HYOU1,10525,1
LETM1,3954,1
SLC1A5,6510,1
TECR,9524,1
UBE2C,11065,1
FANCI,55215,1
EXO1,9156,1
MCM3,4172,1
EIF3I,8668,1
KNTC1,9735,1
MYLK,4638,1
TEDC2,80178,1
ERFE,151176,1
GPATCH11,253635,1
MTFR2,113115,0
LRRC40,55631,1
VAV3,10451,1
CLSTN1,22883,1
PHLDA2,7262,1
FAM109B,150368,1
EFHD1,80303,0
ADCY9,115,1
JADE3,9767,1
PCYOX1L,78991,1
STARD7,56910,1
ZNF512B,57473,1
HHAT,55733,1
ZNF618,114991,1
PIP4K2C,79837,1
PSRC1,84722,1
LEF1,51176,1
PLXNC1,10154,1
ATOH8,84913,1
PKMYT1,9088,1
RAVER1,125950,1
NFKB2,4791,1
NSG1,27065,1
RFC4,5984,1
NDC80,10403,0
MRPS9,64965,0
LMCD1,29995,1
PM20D2,135293,1
TK1,7083,1
GJB2,2706,1
DSN1,79980,1
DHFRP1,573971,1
ECT2,1894,1
DUT,1854,1
TMEM204,79652,0
HSP90AB1,3326,1
RBBP5,5929,1
PLIN3,10226,1
CEP44,80817,1
CYTH1,9267,1
SEC31A,22872,1
KBTBD11,9920,1
FANCE,2178,0
SKA1,220134,1
AUNIP,79000,1
KIF11,3832,1
SSX2IP,117178,1
S100A14,57402,1
CDC20,991,1
BUB1B,701,1
RASSF3,283349,1
PPA2,27068,1
ADI1,55256,1
PRPF40B,25766,1
MELK,9833,1
PSMC3IP,29893,1
NCAPH,23397,1
ZNF823,55552,1
UBR7,55148,1
HSBP1P2,100288483,0
NSD2,7468,1
NPPC,4880,1
CHAF1B,8208,1
GINS2,51659,1
POLQ,10721,1
C11orf24,53838,1
TIMM50,92609,1
SENP1,29843,1
DDB1,1642,1
HPRT1,3251,1
NMD3,51068,1
ESYT2,57488,1
GLO1,2739,1
ARNTL2,56938,1
EIF4B,1975,1
CDC42EP4,23580,1
PLEK2,26499,1
SELENON,57190,1
SLC35D2,11046,1
PRNP,5621,1
SESN2,83667,1
FAM20B,9917,1
TMEM164,84187,1
LOXL1,4016,1
ZNF365,22891,1
PITPNB,23760,1
ZBTB5,9925,1
MAX,4149,1
AP5M1,55745,1
TMTC1,83857,1
RECQL4,9401,1
CCDC77,84318,1
KPNA2,3838,1
CENPQ,55166,1
SHCBP1,79801,1
CHTF18,63922,1
NHLRC2,374354,1
RTKN2,219790,1
LOC391247,391247,0
EPDR1,54749,1
PCLAF,9768,1
ASF1B,55723,1
DNAJC9,23234,1
PFDN2,5202,1
CDCA2,157313,1
SFXN2,118980,1
MND1,84057,0
MPST,4357,1
NSDHL,50814,0
IDI1,3422,1
PTGES2,80142,1
ITPKA,3706,0
NLRP3,114548,1
DSCC1,79075,1
COPRS,55352,1
APOLD1,81575,1
TOP2A,7153,1
FANCM,57697,1
SEPHS1,22929,1
ASPM,259266,1
C1QTNF2,114898,0
DDX21,9188,1
CEP41,95681,1
GBF1,8729,1
C1orf112,55732,1
RBM8A,9939,1
CDCA5,113130,1
TMC8,147138,1
POLE,5426,1
TYW3,127253,1
AGPAT1,10554,1
TICRR,90381,1
NCAPD2,9918,1
SULF2,55959,1
WWTR1,25937,1
WDR62,284403,1
JPT2,90861,1
MTHFD1,4522,1
SEC61A1,29927,1
ELMO2,63916,1
NT5DC3,51559,1
ABI2,10152,1
MCM7,4176,1
VAMP8,8673,1
FBXO5,26271,1
MSANTD3,91283,1
PCNA,5111,1
S100A16,140576,1
RCC1,1104,1
BORA,79866,1
MRPL4,51073,1
CDT1,81620,1
C5,727,1
CCDC32,90416,1
APOBEC3B,9582,0
EFS,10278,0
NUCB2,4925,1
PKN3,29941,1
ENOX2,10495,1
HAUS8,93323,1
HIST1H1D,3007,1
ARHGAP11A,9824,1
KANK2,25959,1
SLC25A15,10166,1
PRRC1,133619,1
MAP7D3,79649,0
COTL1,23406,1
TM7SF2,7108,1
MCM8,84515,1
POLE2,5427,0
CLIC4,25932,1
HEATR6,63897,1
SPC25,57405,1
APCDD1,147495,1
SLC35G1,159371,1
EPHX1,2052,1
